case,document_nr,document_name,document_href,text,log,,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","the workplace. The complainant indicates that the workers were assaulted and the strike was broken and points out that a strike declared existent in law by the judicial authority prior to the bankruptcy proceedings cannot be lifted by a judge for commercial matters. In the present case, the Conciliation and Arbitration Board refrained from undertaking proceedings for determining whether the strike is the fault of the employer and whether the latter is obliged to pay all wages and benefits to the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",workers.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","586.In its communication dated 3 November 2004, the Government notes that section 4(II)(a) of the Federal Labour Act states that the rights of the community are violated when, once a strike has been declared according to the relevant terms, strikers are replaced in the work they perform without the dispute which has given rise to the strike being settled.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","587.In addition, section 929 of the Federal Labour Act states that within the 72 hours following the start of the strike, the employer may request that the strike be declared non-existent because of failure to meet procedural requirements or the objectives laid down by section 459 of the Federal Labour Act, i.e. when the work stoppage is undertaken by fewer workers than the number specified in section 451(II); when the purpose of the strike is not one of those specified by section 450; or when","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","the terms of section 452 are not fulfilled. In the abovementioned cases, the employer is free of liability and the workers are given 24 hours in which to return to work, with the caution that should they fail to respect that provision, their employment relationship will be terminated.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","588.With regard to the statement by the complainant trade union that there were a number of visits to the premises of the striking enterprise by Mr. Carlos Ribera Noverola, who said that he was the bankruptcy administrator (receiver), that he had information that the strike was not in operation, and that he was going to enter the premises and remove the strike signs, the Government states that it is important to note that, under section 60 of the Bankruptcy Act, if the SPTIMRM in its capacity as","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","creditor of the CONFITALIA S.A. de C.V. enterprise considers that the receiver was responsible for acts or omissions which are in breach of that Act, it may denounce him to the judge presiding over the bankruptcy proceedings and the latter will take the legal measures he deems suitable and, if appropriate, may apply to the Federal Institute of Bankruptcy Specialists in order to avoid damage to the insolvent merchant鈥檚 estate, i.e. the portion of his assets consisting of non-excluded property and","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",rights.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","589.Under section 127 of the Bankruptcy Act, when in diverse proceedings there has been an enforceable judgement, labour award, final administrative decision or arbitral award prior to the date of retrospective annulment (the 270th day immediately preceding the date of the court ruling concerning the declaration of insolvency, in accordance with section 112 of the same Act), whereby the existence of a right to collection of a debt versus the merchant is declared, the creditor concerned must","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","present to the judge a certified copy of the said decision, and the judge must recognize the debt according to such a decision by including it in the ruling concerning acknowledgement, marshalling and priority of debts.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","590.Under section 172 of the Bankruptcy Act, the receiver must notify the creditors of his appointment and indicate a legal address, within the jurisdiction of the judge presiding over the bankruptcy proceedings, in order to fulfil the obligations imposed by the aforementioned Act.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","591.It is important to emphasize that, under section 180 of the Bankruptcy Act, the receiver must initiate measures concerning seizure from the time of his appointment. He must take possession of the property and premises in the possession of the merchant and initiate administration thereof, and therefore the judge must take the relevant measures and issue the necessary decisions for the immediate seizure of books, papers, documents, electronic data storage and processing media and all property","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",in the possession of the merchant.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","592.In addition, section 183 of the Bankruptcy Act states that when the receiver takes possession of the property constituting the enterprise, he shall immediately take the necessary measures to safeguard and preserve it.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","593.Furthermore, section 191 of the Bankruptcy Act lays down that the inventory shall be drawn up by listing and describing all movable or immovable property, bonds and securities of all categories, trading commodities and entitlements in favour of the merchant; that the receiver shall take possession of the property and rights constituting the estate, shall draw up or verify the inventory thereof and to this end he shall have the capacity of sequestrator.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","594.As regards the priority of debts, section 221 of the Bankruptcy Act states that labour-related debts other than those indicated in section 221(I) (those referred to in article 123(XXIII)(A) of the Political Constitution of the United States of Mexico and its regulatory provisions setting wages at the level corresponding to the two years prior to the declaration of insolvency) shall be paid after specially privileged debts (those which under the Code of Commerce or relevant legislation are","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","subject to special privilege or a right of attachment) and debts with real security (mortgage or collateral) have been settled, but with priority given to specially privileged debts (the merchant鈥檚 burial expenses, should the insolvency ruling be issued after his death, and expenses relating to the sickness leading to the death of the merchant, should the insolvency ruling be issued after his death).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","595.Also in relation to the priority of debts, section 113 of the Federal Labour Act stipulates that wages accrued in the last year and benefits owed to the workers take preference over any other debt, including those which are covered by real security, fiscal debts and those owed to the Mexican Social Security Institute, on all the employer鈥檚 assets.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","596.Section 924(I) of the Federal Labour Act states that from the date of lodging of the files of claims with the notice of strike, the execution of any ruling shall be suspended; any attachment, embargo, proceeding or dispossession versus the enterprise or establishment shall be prohibited; and no property may be seized from the premises where it is installed, except where, before a strike is broken, the securing of workers鈥?rights is concerned, especially benefits, wages, pensions and other","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","allowances accrued, constituting up to two years鈥?wages.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","597.Finally, it is important to point out that under section 114 of the Federal Labour Act, workers are not obliged to engage in proceedings relating to insolvency, bankruptcy, suspension of pay or succession, as the Conciliation and Arbitration Board shall proceed with the attachment and sale by auction of the property required for the payment of wages and benefits.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","598.The Committee observes that the allegations in the present case refer to a strike at the CONFITALIA S.A. de C.V. enterprise, which took place from 22 January 2003 (and was confirmed by the competent authority on 4 February 2003) with the purpose of obtaining observance of the collective agreement and the legal provisions on profit-sharing. The file of claims with the notice of strike was submitted on 18 December 2001, 6 December 2002 and 17 January 2003. The complainant organization states","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","that on 26 December 2001 the group to which the aforementioned enterprise belongs applied to the judicial authority for a declaration of insolvency in respect of the enterprises in the group. The complainant organization alleges that on 11 August 2003 representatives of the Local Conciliation and Arbitration Board adopted an official document in which, disregarding the reality, they declared the strike to be over, a document which was subsequently declared null and void by the judicial authority","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","further to an appeal by the trade union. Nevertheless, in January 2004 the legal declaration of bankruptcy was issued. According to the complainant organization, a person claiming to be the administrator (receiver) for the bankruptcy pronounced by the judicial authority asserted shortly before the present complaint (April 2004) that the strike was not in operation. The complainant organization requests the Committee to recommend to the Government and the judge presiding over the bankruptcy","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",proceedings to refrain from issuing decisions which affect the rights of the striking workers.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","599.The Committee notes the Government鈥檚 statements, particularly to the effect that: (1) the complainant trade union in its capacity of creditor may denounce to the judge presiding over the insolvency proceedings any actions or omissions by the receiver which do not comply with the Act, so that the latter may take the attachment measures which he deems appropriate; (2) section 114 of the Federal Labour Act states that wages accrued in the last year and benefits owed to the workers take","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","preference over any other debt, including those which are covered by real security, fiscal debts and those owed to the Mexican Social Security Institute, on all the employer鈥檚 assets, and also under section 113 of the Federal Labour Act, workers are not obliged to engage in proceedings relating to insolvency, bankruptcy, suspension of pay or succession, as the Conciliation and Arbitration Board shall proceed with the attachment and sale by auction of the property required for the payment of","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",wages and benefits.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","600.The Committee observes, moreover, that the Government states that section 924(I) of the Federal Labour Act states that from the date of lodging of the files of claims with the notice of strike, the execution of any ruling shall be suspended; any attachment, embargo, proceeding or dispossession versus the enterprise or establishment shall be prohibited; and no property may be seized from the premises where it is installed, except where, before a strike is broken, the securing of workers鈥?,Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628"," response status: 200""",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","rights is concerned, especially benefits, wages, pensions and other allowances accrued, constituting up to two years鈥?wages.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
